gene_id,combined_name,bin,n_genomes
WP_278918914.1,DeoR/GlpR family DNA-binding transcription regulator [[Ruminococcus] torques],Bin 2,22
WP_278918950.1,sensor histidine kinase [[Ruminococcus] torques],Bin 2,22
WP_278918961.1,M18 family aminopeptidase [[Ruminococcus] torques],Bin 2,22
WP_278919011.1,HelD family protein [[Ruminococcus] torques],Bin 2,22
WP_282928108.1,hypothetical protein [[Ruminococcus] torques],Bin 2,22
WP_282928142.1,ABC transporter ATP-binding protein [[Ruminococcus] torques],Bin 2,22
WP_282928194.1,carbohydrate ABC transporter permease [[Ruminococcus] torques],Bin 2,22
WP_282928246.1,O-antigen ligase family protein [[Ruminococcus] torques],Bin 2,22
WP_282928273.1,adenosylcobinamide-phosphate synthase CbiB [[Ruminococcus] torques],Bin 2,22
WP_282928305.1,5-formyltetrahydrofolate cyclo-ligase [[Ruminococcus] torques],Bin 2,22
WP_282928306.1,hypothetical protein [[Ruminococcus] torques],Bin 2,22
WP_282928307.1,rRNA maturation RNase YbeY [[Ruminococcus] torques],Bin 2,22
WP_282928363.1,radical SAM family heme chaperone HemW [[Ruminococcus] torques],Bin 2,22
WP_282928465.1,peptidase U32 family protein [[Ruminococcus] torques],Bin 2,22
WP_282928571.1,DNA-binding protein WhiA [[Ruminococcus] torques],Bin 2,22
WP_282928592.1,YoaK family protein [[Ruminococcus] torques],Bin 2,22
WP_287501663.1,primosomal protein N' [Mediterraneibacter sp.],Bin 2,22
WP_302163536.1,hypothetical protein [[Ruminococcus] torques],Bin 2,22
WP_302163647.1,ABC transporter ATP-binding protein [[Ruminococcus] torques],Bin 2,22
WP_302168570.1,signal peptidase I [[Ruminococcus] torques],Bin 2,22
WP_302245908.1,hypothetical protein  partial [[Ruminococcus] torques],Bin 2,22
WP_302773240.1,hypothetical protein [[Ruminococcus] torques],Bin 2,22
WP_303143721.1,MATE family efflux transporter [[Ruminococcus] torques],Bin 2,22
WP_303143725.1,ABC transporter permease [[Ruminococcus] torques],Bin 2,22
WP_303144103.1,DNA topoisomerase [[Ruminococcus] torques],Bin 2,22
WP_303144222.1,C39 family peptidase [[Ruminococcus] torques],Bin 2,22
WP_303144844.1,TadE family protein [[Ruminococcus] torques],Bin 2,22
WP_303145242.1,ClC family H(+)/Cl(-) exchange transporter [[Ruminococcus] torques],Bin 2,22
WP_303145248.1,3-dehydroquinate synthase [[Ruminococcus] torques],Bin 2,22
WP_303145366.1,GDSL-type esterase/lipase family protein [[Ruminococcus] torques],Bin 2,22
WP_303145370.1,MBOAT family O-acyltransferase [[Ruminococcus] torques],Bin 2,22
WP_303145372.1,DHHW family protein [[Ruminococcus] torques],Bin 2,22
WP_303394100.1,hypothetical protein [[Ruminococcus] torques],Bin 2,22
WP_303394115.1,protease complex subunit PrcB family protein [[Ruminococcus] torques],Bin 2,22
WP_306513986.1,polysaccharide deacetylase family protein [[Ruminococcus] torques],Bin 2,22
WP_306529244.1,NFACT family protein [[Ruminococcus] torques],Bin 2,22
WP_306529298.1,lysine exporter LysO family protein [[Ruminococcus] torques],Bin 2,22
WP_306529639.1,FAD-dependent oxidoreductase [[Ruminococcus] torques],Bin 2,22
WP_306534749.1,LytR/AlgR family response regulator transcription factor [[Ruminococcus] torques],Bin 2,22
WP_306542184.1,sensor histidine kinase [[Ruminococcus] torques],Bin 2,22
WP_306542202.1,AraC family transcriptional regulator [[Ruminococcus] torques],Bin 2,22
WP_306542250.1,hypothetical protein [[Ruminococcus] torques],Bin 2,22
WP_306542297.1,metal-sensing transcriptional repressor [[Ruminococcus] torques],Bin 2,22
WP_306542298.1,oligosaccharide flippase family protein [[Ruminococcus] torques],Bin 2,22
WP_306542300.1,anaerobic carbon-monoxide dehydrogenase catalytic subunit [[Ruminococcus] torques],Bin 2,22
WP_306542301.1,NAD(P)/FAD-dependent oxidoreductase [[Ruminococcus] torques],Bin 2,22
WP_306542307.1,aldo/keto reductase [[Ruminococcus] torques],Bin 2,22
WP_306542309.1,TIGR02679 domain-containing protein [[Ruminococcus] torques],Bin 2,22
WP_306542323.1,response regulator transcription factor [[Ruminococcus] torques],Bin 2,22
WP_306542332.1,diacylglycerol/lipid kinase family protein [[Ruminococcus] torques],Bin 2,22
WP_306542342.1,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB [[Ruminococcus] torques],Bin 2,22
WP_306542345.1,LysR family transcriptional regulator [[Ruminococcus] torques],Bin 2,22
WP_306542347.1,bifunctional molybdenum cofactor biosynthesis protein MoaC/MoaB [[Ruminococcus] torques],Bin 2,22
WP_306542356.1,L-aspartate oxidase [[Ruminococcus] torques],Bin 2,22
WP_306542384.1,N-acetylglucosamine kinase [[Ruminococcus] torques],Bin 2,22
WP_306542395.1,glycoside hydrolase domain-containing protein [[Ruminococcus] torques],Bin 2,22
WP_306542410.1,fibronectin type III domain-containing protein [[Ruminococcus] torques],Bin 2,22
WP_306542431.1,amidohydrolase family protein [[Ruminococcus] torques],Bin 2,22
WP_306542452.1,helix-turn-helix domain-containing protein [[Ruminococcus] torques],Bin 2,22
WP_306542456.1,VOC family protein [[Ruminococcus] torques],Bin 2,22
WP_306542470.1,M23 family metallopeptidase [[Ruminococcus] torques],Bin 2,22
WP_306542485.1,dockerin type I domain-containing protein [[Ruminococcus] torques],Bin 2,22
WP_306542493.1,Maf family protein [[Ruminococcus] torques],Bin 2,22
WP_306542500.1,lysophospholipid acyltransferase family protein [[Ruminococcus] torques],Bin 2,22
WP_317648775.1,autorepressor SdpR family transcription factor [[Ruminococcus] torques],Bin 2,22
WP_317648896.1,GNAT family N-acetyltransferase [[Ruminococcus] torques],Bin 2,22
WP_317648945.1,deoxyribose-phosphate aldolase [[Ruminococcus] torques],Bin 2,22
WP_330360047.1,tyrosine-type recombinase/integrase [[Ruminococcus] torques],Bin 2,22
WP_330644068.1,ribonucleoside-diphosphate reductase subunit alpha [[Ruminococcus] torques],Bin 2,22
WP_330653441.1,Flp1 family type IVb pilin  partial [[Ruminococcus] torques],Bin 2,22
WP_400091745.1,DUF2085 domain-containing protein [[Ruminococcus] torques],Bin 2,22
WP_412190338.1,hypothetical protein  partial [[Ruminococcus] torques],Bin 2,22
WP_412191010.1,arginine--tRNA ligase  partial [[Ruminococcus] torques],Bin 2,22
WP_412191131.1,FIVAR domain-containing protein  partial [[Ruminococcus] torques],Bin 2,22
WP_412208044.1,PTS system mannose/fructose/sorbose family transporter subunit IID [[Ruminococcus] torques],Bin 2,22
WP_412208050.1,putative DNA modification/repair radical SAM protein [[Ruminococcus] torques],Bin 2,22
WP_412208089.1,ABC-2 transporter permease [[Ruminococcus] torques],Bin 2,22
WP_412208094.1,segregation and condensation protein A [[Ruminococcus] torques],Bin 2,22
WP_412208144.1,DUF5711 family protein [[Ruminococcus] torques],Bin 2,22
WP_412208159.1,GNAT family N-acetyltransferase [[Ruminococcus] torques],Bin 2,22
WP_412208160.1,S1 RNA-binding domain-containing protein [[Ruminococcus] torques],Bin 2,22
WP_412208161.1,trigger factor [[Ruminococcus] torques],Bin 2,22
WP_412208165.1,putative heavy metal-binding protein [[Ruminococcus] torques],Bin 2,22
WP_412208170.1,BMP family ABC transporter substrate-binding protein [[Ruminococcus] torques],Bin 2,22
WP_412208187.1,zf-HC2 domain-containing protein [[Ruminococcus] torques],Bin 2,22
WP_412208192.1,beta-N-acetylglucosaminidase domain-containing protein [[Ruminococcus] torques],Bin 2,22
WP_412208196.1,TetR/AcrR family transcriptional regulator [[Ruminococcus] torques],Bin 2,22
WP_412208218.1,deoxyguanosinetriphosphate triphosphohydrolase [[Ruminococcus] torques],Bin 2,22
WP_412224433.1,ABC transporter substrate-binding protein [[Ruminococcus] torques],Bin 2,22
WP_412224441.1,phosphopentomutase [[Ruminococcus] torques],Bin 2,22
WP_412224445.1,Spy0128 family protein [[Ruminococcus] torques],Bin 2,22
WP_412224459.1,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [[Ruminococcus] torques],Bin 2,22
WP_412224460.1,RNA polymerase sigma factor RpoD/SigA [[Ruminococcus] torques],Bin 2,22
WP_412224481.1,metal-dependent transcriptional regulator [[Ruminococcus] torques],Bin 2,22
WP_412224482.1,ABC-2 transporter permease [[Ruminococcus] torques],Bin 2,22
WP_412224488.1,putative manganese-dependent inorganic diphosphatase [[Ruminococcus] torques],Bin 2,22
WP_412224505.1,PD-(D/E)XK nuclease family protein [[Ruminococcus] torques],Bin 2,22
WP_412224512.1,asparagine synthase (glutamine-hydrolyzing) [[Ruminococcus] torques],Bin 2,22
WP_412224531.1,single-stranded-DNA-specific exonuclease RecJ [[Ruminococcus] torques],Bin 2,22
WP_412224544.1,hypothetical protein [[Ruminococcus] torques],Bin 2,22
WP_412224550.1,sigma-E processing peptidase SpoIIGA [[Ruminococcus] torques],Bin 2,22
WP_412224554.1,HPr(Ser) kinase/phosphatase [[Ruminococcus] torques],Bin 2,22
WP_412224575.1,putative ABC transporter permease [[Ruminococcus] torques],Bin 2,22
WP_412224594.1,class II fructose-1 6-bisphosphate aldolase [[Ruminococcus] torques],Bin 2,22
WP_412224596.1,dipeptidase [[Ruminococcus] torques],Bin 2,22
WP_412224603.1,alanine racemase [[Ruminococcus] torques],Bin 2,22
WP_412224618.1,glycosyl hydrolase family 18 protein [[Ruminococcus] torques],Bin 2,22
WP_412224623.1,signal peptidase I [[Ruminococcus] torques],Bin 2,22
WP_412224631.1,alanine/glycine:cation symporter family protein [[Ruminococcus] torques],Bin 2,22
WP_412224682.1,precorrin-4 C(11)-methyltransferase [[Ruminococcus] torques],Bin 2,22
WP_412224696.1,pyridoxal phosphate-dependent aminotransferase [[Ruminococcus] torques],Bin 2,22
WP_412224718.1,sulfate/molybdate ABC transporter ATP-binding protein [[Ruminococcus] torques],Bin 2,22
WP_412224762.1,cation diffusion facilitator family transporter [[Ruminococcus] torques],Bin 2,22
WP_412224763.1,FAD:protein FMN transferase [[Ruminococcus] torques],Bin 2,22
WP_412224774.1,homocysteine S-methyltransferase family protein [[Ruminococcus] torques],Bin 2,22
WP_412420514.1,DHH family phosphoesterase [[Ruminococcus] torques],Bin 2,22
WP_412577916.1,dihydropteroate synthase [[Ruminococcus] torques],Bin 2,22
WP_412577942.1,DUF86 domain-containing protein [[Ruminococcus] torques],Bin 2,22
WP_412578000.1,type III pantothenate kinase [[Ruminococcus] torques],Bin 2,22
WP_412578071.1,bacteriohemerythrin [[Ruminococcus] torques],Bin 2,22
WP_412578159.1,FAD binding domain-containing protein [[Ruminococcus] torques],Bin 2,22
WP_412578163.1,cell wall hydrolase [[Ruminococcus] torques],Bin 2,22
WP_412578175.1,DUF5702 domain-containing protein [[Ruminococcus] torques],Bin 2,22
WP_412578178.1,type II secretion system F family protein [[Ruminococcus] torques],Bin 2,22
WP_412594728.1,stage II sporulation protein M  partial [[Ruminococcus] torques],Bin 2,22
WP_412616234.1,metal ABC transporter substrate-binding protein [[Ruminococcus] torques],Bin 2,22
WP_413081446.1,ferrous iron transport protein B [[Ruminococcus] torques],Bin 2,22
WP_413081614.1,CpsB/CapC family capsule biosynthesis tyrosine phosphatase [[Ruminococcus] torques],Bin 2,22
WP_416983975.1,DNA/RNA non-specific endonuclease [[Ruminococcus] torques],Bin 2,22
WP_004844951.1,MULTISPECIES: flavodoxin family protein [Mediterraneibacter],Bin 2,21
WP_004845078.1,IS200/IS605 family transposase [[Ruminococcus] torques],Bin 2,21
WP_004845092.1,MULTISPECIES: ATP phosphoribosyltransferase regulatory subunit [Mediterraneibacter],Bin 2,21
WP_004845208.1,MULTISPECIES: YeiH family protein [Mediterraneibacter],Bin 2,21
WP_004845216.1,MULTISPECIES: Na+/H+ antiporter NhaC family protein [Mediterraneibacter],Bin 2,21
WP_004845281.1,MULTISPECIES: MurR/RpiR family transcriptional regulator [Mediterraneibacter],Bin 2,21
WP_004845407.1,MULTISPECIES: class I SAM-dependent methyltransferase [Bacillota],Bin 2,21
WP_004845409.1,MULTISPECIES: helix-turn-helix domain-containing protein [Bacillota],Bin 2,21
WP_004845411.1,MULTISPECIES: DUF3784 domain-containing protein [Mediterraneibacter],Bin 2,21
WP_004845413.1,MULTISPECIES: helix-turn-helix transcriptional regulator [Mediterraneibacter],Bin 2,21
WP_004845415.1,MULTISPECIES: CatA-like O-acetyltransferase  family 2 [Mediterraneibacter],Bin 2,21
WP_004845418.1,MULTISPECIES: amino acid ABC transporter ATP-binding/permease protein [Mediterraneibacter],Bin 2,21
WP_004845419.1,MULTISPECIES: YbaN family protein [Mediterraneibacter],Bin 2,21
WP_004845753.1,MULTISPECIES: cysteine synthase A [Mediterraneibacter],Bin 2,21
WP_004845835.1,GNAT family N-acetyltransferase [[Ruminococcus] torques],Bin 2,21
WP_004845840.1,MULTISPECIES: Mini-ribonuclease 3 [Mediterraneibacter],Bin 2,21
WP_004845842.1,MULTISPECIES: RNA polymerase sporulation sigma factor SigH [Mediterraneibacter],Bin 2,21
WP_004845843.1,MULTISPECIES: D-aminoacyl-tRNA deacylase [Mediterraneibacter],Bin 2,21
WP_004845851.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 2,21
WP_004845854.1,MULTISPECIES: DUF1540 domain-containing protein [Mediterraneibacter],Bin 2,21
WP_004845993.1,MULTISPECIES: MarR family winged helix-turn-helix transcriptional regulator [Mediterraneibacter],Bin 2,21
WP_004846100.1,FtsX-like permease family protein [[Ruminococcus] torques],Bin 2,21
WP_004846140.1,MULTISPECIES: coproporphyrinogen dehydrogenase HemZ [Mediterraneibacter],Bin 2,21
WP_004846551.1,MULTISPECIES: glycosyltransferase [Mediterraneibacter],Bin 2,21
WP_004846553.1,MULTISPECIES: WecB/TagA/CpsF family glycosyltransferase [Mediterraneibacter],Bin 2,21
WP_004846556.1,MULTISPECIES: GtrA family protein [Mediterraneibacter],Bin 2,21
WP_004846563.1,MULTISPECIES: protoporphyrinogen/coproporphyrinogen oxidase [Mediterraneibacter],Bin 2,21
WP_004846821.1,MULTISPECIES: 6-phosphofructokinase [Mediterraneibacter],Bin 2,21
WP_004847813.1,MULTISPECIES: FUSC family protein [Mediterraneibacter],Bin 2,21
WP_004848213.1,MULTISPECIES: LysM peptidoglycan-binding domain-containing protein [Clostridia],Bin 2,21
WP_004848277.1,MULTISPECIES: DUF5082 domain-containing protein [Mediterraneibacter],Bin 2,21
WP_004848279.1,MULTISPECIES: DUF5344 family protein [Mediterraneibacter],Bin 2,21
WP_009242204.1,MULTISPECIES: 2-C-methyl-D-erythritol 2 4-cyclodiphosphate synthase [Mediterraneibacter],Bin 2,21
WP_009242816.1,MULTISPECIES: sugar transferase [Mediterraneibacter],Bin 2,21
WP_009243053.1,MULTISPECIES: manganese efflux pump MntP family protein [Mediterraneibacter],Bin 2,21
WP_009243145.1,MULTISPECIES: response regulator [Bacillota],Bin 2,21
WP_009243634.1,MULTISPECIES: 3-oxoacyl-[acyl-carrier-protein] reductase [Mediterraneibacter],Bin 2,21
WP_009319976.1,MULTISPECIES: beta-ketoacyl-ACP synthase III [Mediterraneibacter],Bin 2,21
WP_009320016.1,MULTISPECIES: MATE family efflux transporter [Mediterraneibacter],Bin 2,21
WP_009321339.1,MULTISPECIES: enoyl-[acyl-carrier-protein] reductase FabK [Mediterraneibacter],Bin 2,21
WP_022003002.1,MULTISPECIES: glycosyltransferase [Mediterraneibacter],Bin 2,21
WP_022003133.1,sodium-dependent transporter [[Ruminococcus] torques],Bin 2,21
WP_022003164.1,protein adenylyltransferase Fic [[Ruminococcus] torques],Bin 2,21
WP_022003166.1,MULTISPECIES: ACP S-malonyltransferase [Mediterraneibacter],Bin 2,21
WP_022003234.1,flavodoxin family protein [[Ruminococcus] torques],Bin 2,21
WP_022003249.1,hypothetical protein [[Ruminococcus] torques],Bin 2,21
WP_118188402.1,hypothetical protein [[Ruminococcus] torques],Bin 2,21
WP_118188457.1,ABC transporter ATP-binding protein/permease [[Ruminococcus] torques],Bin 2,21
WP_118188643.1,glycosyl hydrolase family 95 catalytic domain-containing protein [[Ruminococcus] torques],Bin 2,21
WP_172675374.1,MULTISPECIES: acyl carrier protein [Mediterraneibacter],Bin 2,21
WP_187305813.1,MULTISPECIES: PLP-dependent aminotransferase family protein [Mediterraneibacter],Bin 2,21
WP_207634930.1,hypothetical protein [[Ruminococcus] torques],Bin 2,21
WP_238094796.1,helix-turn-helix domain-containing protein [[Ruminococcus] torques],Bin 2,21
WP_270187056.1,hypothetical protein [[Ruminococcus] torques],Bin 2,21
WP_270187057.1,AI-2E family transporter [[Ruminococcus] torques],Bin 2,21
WP_270620942.1,chromosome segregation protein SMC [[Ruminococcus] torques],Bin 2,21
WP_270621136.1,hypothetical protein [[Ruminococcus] torques],Bin 2,21
WP_270621238.1,DUF6442 family protein [[Ruminococcus] torques],Bin 2,21
WP_270621333.1,S8 family peptidase [[Ruminococcus] torques],Bin 2,21
WP_270744015.1,4-alpha-glucanotransferase [[Ruminococcus] torques],Bin 2,21
WP_303394119.1,hypothetical protein  partial [[Ruminococcus] torques],Bin 2,21
WP_303394180.1,dicarboxylate/amino acid:cation symporter  partial [[Ruminococcus] torques],Bin 2,21
WP_306542245.1,D-alanyl-D-alanine carboxypeptidase family protein [[Ruminococcus] torques],Bin 2,21
WP_330360070.1,NAD(P)H-dependent oxidoreductase subunit E  partial [[Ruminococcus] torques],Bin 2,21
WP_412224447.1,response regulator [[Ruminococcus] torques],Bin 2,21
WP_412224725.1,ABC transporter substrate-binding protein [[Ruminococcus] torques],Bin 2,21
WP_412577991.1,discoidin domain-containing protein [[Ruminococcus] torques],Bin 2,21
WP_413081689.1,hypothetical protein [[Ruminococcus] torques],Bin 2,21
WP_004847836.1,MULTISPECIES: transglutaminase domain-containing protein [Mediterraneibacter],Bin 2,20
WP_002585010.1,MULTISPECIES: group II intron reverse transcriptase/maturase [Bacteria],Bin 3,2
WP_002606091.1,MULTISPECIES: PadR family transcriptional regulator [Bacillota],Bin 3,2
WP_002606092.1,MULTISPECIES: hypothetical protein [Bacillota],Bin 3,2
WP_002606093.1,MULTISPECIES: hypothetical protein [Bacillota],Bin 3,2
WP_003127054.1,MULTISPECIES: DUF6442 family protein [Bacillota],Bin 3,2
WP_003505363.1,MULTISPECIES: nucleotidyl transferase AbiEii/AbiGii toxin family protein [Bacteria],Bin 3,2
WP_003505367.1,MULTISPECIES: abortive infection protein [Bacillota],Bin 3,2
WP_004614534.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 3,2
WP_004843805.1,MULTISPECIES: PTS sugar transporter subunit IIB [Lachnospiraceae],Bin 3,2
WP_004843808.1,MULTISPECIES: transaldolase family protein [Mediterraneibacter],Bin 3,2
WP_005339381.1,MULTISPECIES: type II toxin-antitoxin system Phd/YefM family antitoxin [Lachnospiraceae],Bin 3,2
WP_005349825.1,MULTISPECIES: DUF6442 family protein [Clostridia],Bin 3,2
WP_006060444.1,MULTISPECIES: transposon-encoded TnpW family protein [Terrabacteria group],Bin 3,2
WP_008121271.1,MULTISPECIES: hypothetical protein [Bacillota],Bin 3,2
WP_008396995.1,MULTISPECIES: tyrosine-type recombinase/integrase [Clostridia],Bin 3,2
WP_008396996.1,MULTISPECIES: helix-turn-helix domain-containing protein [Clostridia],Bin 3,2
WP_008396997.1,MULTISPECIES: helix-turn-helix domain-containing protein [Clostridia],Bin 3,2
WP_008397001.1,MULTISPECIES: accessory gene regulator B family protein [Clostridia],Bin 3,2
WP_008397006.1,MULTISPECIES: matrixin family metalloprotease [Clostridia],Bin 3,2
WP_008397007.1,MULTISPECIES: hypothetical protein [Clostridia],Bin 3,2
WP_008397010.1,MULTISPECIES: hypothetical protein [Clostridia],Bin 3,2
WP_008397012.1,MULTISPECIES: ABC transporter permease subunit [Clostridia],Bin 3,2
WP_008397014.1,MULTISPECIES: hypothetical protein [Clostridia],Bin 3,2
WP_008397017.1,MULTISPECIES: hypothetical protein [Clostridia],Bin 3,2
WP_008397018.1,MULTISPECIES: hypothetical protein [Clostridia],Bin 3,2
